query,sql_text,plan_json,execution_time,reward
29505.sql,"
WITH RecentPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.Score,
        p.ViewCount,
        p.Tags,
        STRING_AGG(DISTINCT t.TagName, ', ') AS TagList,
        COUNT(c.Id) AS CommentCount,
        COUNT(a.Id) AS AnswerCount
    FROM 
        Posts p
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    LEFT JOIN 
        Posts a ON p.Id = a.ParentId AND a.PostTypeId = 2
    LEFT JOIN 
        Tags t ON p.Tags LIKE CONCAT('%', t.TagName, '%')
    WHERE 
        p.CreationDate >= CAST('2024-10-01 12:34:56' AS TIMESTAMP) - INTERVAL '30 days' 
    GROUP BY 
        p.Id, p.Title, p.CreationDate, p.Score, p.ViewCount, p.Tags
),
TopUsers AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        SUM(u.UpVotes) AS TotalUpVotes,
        SUM(u.DownVotes) AS TotalDownVotes,
        COUNT(DISTINCT bh.Id) AS BadgeCount
    FROM 
        Users u
    LEFT JOIN 
        Badges bh ON u.Id = bh.UserId
    GROUP BY 
        u.Id, u.DisplayName
    ORDER BY 
        TotalUpVotes DESC
    LIMIT 5
),
PostEngagement AS (
    SELECT 
        p.PostId,
        p.Title,
        p.Score,
        p.ViewCount,
        p.TagList,
        p.CommentCount,
        p.AnswerCount,
        u.UserId,
        u.DisplayName AS UserDisplayName,
        ROW_NUMBER() OVER (PARTITION BY p.PostId ORDER BY u.TotalUpVotes DESC) AS UserRank
    FROM 
        RecentPosts p
    JOIN 
        TopUsers u ON TRUE
)
SELECT 
    pe.PostId,
    pe.Title,
    pe.Score,
    pe.ViewCount,
    pe.TagList,
    pe.CommentCount,
    pe.AnswerCount,
    pe.UserId,
    pe.UserDisplayName,
    pe.UserRank
FROM 
    PostEngagement pe
WHERE 
    pe.UserRank <= 3
ORDER BY 
    pe.PostId, pe.UserRank;
",,51.274,-0.010965312793919955
16214.sql,"SELECT 
    u.DisplayName AS UserDisplayName, 
    p.Title AS PostTitle, 
    p.CreationDate AS PostCreationDate, 
    p.Score AS PostScore 
FROM 
    Posts p 
JOIN 
    Users u ON p.OwnerUserId = u.Id 
WHERE 
    p.PostTypeId = 1 
ORDER BY 
    p.CreationDate DESC 
LIMIT 10;
",,6.431,-0.0013753154927975042
5725.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.ViewCount,
        p.Score,
        p.CreationDate,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.CreationDate DESC) AS Rank,
        u.DisplayName AS OwnerDisplayName,
        COUNT(DISTINCT c.Id) AS CommentCount,
        COUNT(DISTINCT v.Id) AS VoteCount,
        p.OwnerUserId
    FROM 
        Posts p
    LEFT JOIN 
        Users u ON p.OwnerUserId = u.Id
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    WHERE 
        p.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '1 year'
    GROUP BY 
        p.Id, p.Title, p.ViewCount, p.Score, p.CreationDate, u.DisplayName, p.OwnerUserId
), UserStats AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        SUM(CASE WHEN r.Rank = 1 THEN 1 ELSE 0 END) AS TopPostsCount,
        SUM(r.ViewCount) AS TotalViews,
        SUM(r.Score) AS TotalScore,
        SUM(r.CommentCount) AS TotalComments,
        SUM(r.VoteCount) AS TotalVotes
    FROM 
        Users u
    LEFT JOIN 
        RankedPosts r ON u.Id = r.OwnerUserId
    GROUP BY 
        u.Id, u.DisplayName
)

SELECT 
    us.UserId,
    us.DisplayName,
    us.TopPostsCount,
    us.TotalViews,
    us.TotalScore,
    us.TotalComments,
    us.TotalVotes,
    ROW_NUMBER() OVER (ORDER BY us.TotalViews DESC) AS UserRank
FROM 
    UserStats us
WHERE 
    us.TotalViews > 0
ORDER BY 
    us.TotalViews DESC
LIMIT 10;
",,17.4,-0.0037211148460078638
4194.sql,"
WITH UserReputation AS (
    SELECT 
        Id,
        Reputation,
        ROW_NUMBER() OVER (ORDER BY Reputation DESC) AS ReputationRank
    FROM Users
),
RecentPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.OwnerUserId,
        COUNT(c.Id) AS CommentCount,
        SUM(v.BountyAmount) AS TotalBountyAmount,
        MAX(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS HasUpvote,
        MAX(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS HasDownvote
    FROM Posts p
    LEFT JOIN Comments c ON p.Id = c.PostId
    LEFT JOIN Votes v ON p.Id = v.PostId
    WHERE p.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '1 year'
    GROUP BY p.Id, p.Title, p.CreationDate, p.OwnerUserId
),
TopUsers AS (
    SELECT 
        ur.Id AS UserId,
        ur.Reputation,
        ur.ReputationRank,
        COALESCE(SUM(CASE WHEN rp.HasUpvote = 1 THEN 1 ELSE 0 END), 0) AS UpvotedPosts,
        COALESCE(SUM(CASE WHEN rp.HasDownvote = 1 THEN 1 ELSE 0 END), 0) AS DownvotedPosts
    FROM UserReputation ur
    LEFT JOIN RecentPosts rp ON ur.Id = rp.OwnerUserId
    WHERE ur.Reputation > (SELECT AVG(Reputation) FROM Users)
    GROUP BY ur.Id, ur.Reputation, ur.ReputationRank
)
SELECT 
    tu.UserId,
    tu.Reputation,
    tu.ReputationRank,
    tu.UpvotedPosts,
    tu.DownvotedPosts
FROM TopUsers tu
WHERE tu.ReputationRank <= 10
ORDER BY tu.Reputation DESC;
",,10.652,-0.002278006628716998
5907.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.Score,
        u.DisplayName AS OwnerDisplayName,
        COUNT(co.Id) AS CommentCount,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.Score DESC) AS OwnerRank
    FROM 
        Posts p
    JOIN 
        Users u ON p.OwnerUserId = u.Id
    LEFT JOIN 
        Comments co ON p.Id = co.PostId
    WHERE 
        p.PostTypeId = 1 AND 
        p.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '1 year' 
    GROUP BY 
        p.Id, p.Title, p.CreationDate, p.Score, u.DisplayName
),
TopPosts AS (
    SELECT 
        rp.PostId,
        rp.Title,
        rp.CreationDate,
        rp.Score,
        rp.OwnerDisplayName,
        rp.CommentCount
    FROM 
        RankedPosts rp
    WHERE 
        rp.OwnerRank <= 5 
),
PostAggregates AS (
    SELECT 
        COUNT(*) AS TotalPosts,
        AVG(Score) AS AverageScore,
        SUM(CommentCount) AS TotalComments
    FROM 
        TopPosts
)
SELECT 
    tp.Title,
    tp.OwnerDisplayName,
    tp.Score,
    tp.CommentCount,
    pa.TotalPosts,
    pa.AverageScore,
    pa.TotalComments
FROM 
    TopPosts tp
CROSS JOIN 
    PostAggregates pa
ORDER BY 
    tp.Score DESC
LIMIT 10;
",,6.633,-0.0014185146421592048
12894.sql,"SELECT 
    pt.Name AS PostType,
    COUNT(p.Id) AS TotalPosts,
    COALESCE(AVG(p.Score), 0) AS AverageScore,
    COUNT(c.Id) AS TotalComments
FROM 
    Posts p
JOIN 
    PostTypes pt ON p.PostTypeId = pt.Id
LEFT JOIN 
    Comments c ON p.Id = c.PostId
GROUP BY 
    pt.Name
ORDER BY 
    TotalPosts DESC;",,4.396,-0.0009401161415546304
9434.sql,"
WITH UserReputation AS (
    SELECT 
        Id AS UserId,
        Reputation,
        CreationDate,
        LastAccessDate,
        WebsiteUrl,
        Location,
        CASE 
            WHEN Reputation >= 10000 THEN 'Gold'
            WHEN Reputation >= 5000 THEN 'Silver'
            WHEN Reputation >= 1000 THEN 'Bronze'
            ELSE 'Newbie'
        END AS ReputationTier
    FROM 
        Users
),
PostStatistics AS (
    SELECT 
        P.Id AS PostId,
        P.Title,
        P.PostTypeId,
        COALESCE(P.AnswerCount, 0) AS Answers,
        COALESCE(P.CommentCount, 0) AS Comments,
        COALESCE(P.ViewCount, 0) AS Views,
        COALESCE(SUM(CASE WHEN V.VoteTypeId = 2 THEN 1 ELSE 0 END), 0) AS UpVotes,
        COALESCE(SUM(CASE WHEN V.VoteTypeId = 3 THEN 1 ELSE 0 END), 0) AS DownVotes,
        COALESCE(SUM(CASE WHEN PH.PostHistoryTypeId = 10 THEN 1 ELSE 0 END), 0) AS CloseVotes
    FROM 
        Posts P
    LEFT JOIN 
        Votes V ON P.Id = V.PostId
    LEFT JOIN 
        PostHistory PH ON P.Id = PH.PostId
    GROUP BY 
        P.Id, P.Title, P.PostTypeId
),
TopPosts AS (
    SELECT 
        PS.Title,
        PS.Views,
        PS.Answers,
        PS.Comments,
        PS.UpVotes,
        PS.DownVotes,
        UR.ReputationTier
    FROM 
        PostStatistics PS
    JOIN 
        Users U ON PS.PostId IN (SELECT AcceptedAnswerId FROM Posts WHERE OwnerUserId = U.Id)
    JOIN 
        UserReputation UR ON U.Id = UR.UserId
    WHERE 
        PS.Views > 100 AND PS.Answers > 5
    ORDER BY 
        PS.Views DESC, PS.UpVotes DESC
    LIMIT 10
)
SELECT 
    TP.Title,
    TP.Views,
    TP.Answers,
    TP.Comments,
    TP.UpVotes,
    TP.DownVotes,
    TP.ReputationTier
FROM 
    TopPosts TP
ORDER BY 
    TP.ReputationTier DESC;
",,434.164,-0.09284908655184818
7563.sql,"WITH UserBadges AS (
    SELECT UserId, COUNT(*) AS BadgeCount
    FROM Badges
    GROUP BY UserId
), TopUsers AS (
    SELECT U.Id, U.DisplayName, U.Reputation, UB.BadgeCount
    FROM Users U
    LEFT JOIN UserBadges UB ON U.Id = UB.UserId
    WHERE U.Reputation > 1000
), PopularPosts AS (
    SELECT P.Id, P.Title, P.Score, P.ViewCount, P.OwnerUserId, ROW_NUMBER() OVER(ORDER BY P.Score DESC) AS Rank
    FROM Posts P
    WHERE P.CreationDate >= cast('2024-10-01 12:34:56' as timestamp) - INTERVAL '1 YEAR'
    AND P.PostTypeId = 1
), PostWithVoteCounts AS (
    SELECT P.Id, P.Title, COALESCE(V.UpVotes, 0) AS UpVotes, COALESCE(V.DownVotes, 0) AS DownVotes
    FROM Posts P
    LEFT JOIN (
        SELECT PostId, SUM(CASE WHEN VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
                      SUM(CASE WHEN VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes
        FROM Votes
        GROUP BY PostId
    ) V ON P.Id = V.PostId
), CombinedData AS (
    SELECT TU.DisplayName, TU.Reputation, TU.BadgeCount, PP.Title, PP.Score, PP.ViewCount, PV.UpVotes, PV.DownVotes
    FROM TopUsers TU
    JOIN PopularPosts PP ON TU.Id = PP.OwnerUserId
    JOIN PostWithVoteCounts PV ON PP.Id = PV.Id
)
SELECT DisplayName, Reputation, BadgeCount, Title, Score, ViewCount, UpVotes, DownVotes
FROM CombinedData
WHERE BadgeCount >= 5
ORDER BY Reputation DESC, Score DESC
LIMIT 10;",,12.051,-0.0025771928166230325
25352.sql,"
WITH RecursiveTags AS (
    SELECT 
        P.Id AS PostId,
        P.Title,
        P.Tags,
        unnest(string_to_array(substring(P.Tags, 2, length(P.Tags) - 2), '><')) AS TagName,
        P.CreationDate
    FROM 
        Posts P
    WHERE 
        P.PostTypeId = 1
),
TagCounts AS (
    SELECT 
        TagName,
        COUNT(PostId) AS PostCount,
        MIN(CreationDate) AS FirstUsage
    FROM 
        RecursiveTags
    GROUP BY 
        TagName
),
TopTags AS (
    SELECT 
        TagName, 
        PostCount,
        FirstUsage
    FROM 
        TagCounts
    ORDER BY 
        PostCount DESC
    LIMIT 10
),
UserPostCounts AS (
    SELECT 
        U.Id AS UserId,
        U.DisplayName,
        COUNT(P.Id) AS PostCount,
        SUM(CASE WHEN P.Score > 0 THEN 1 ELSE 0 END) AS PositiveScoreCount
    FROM 
        Users U
    LEFT JOIN 
        Posts P ON U.Id = P.OwnerUserId
    WHERE 
        P.PostTypeId IN (1, 2)
    GROUP BY 
        U.Id, U.DisplayName
),
UserTopContributors AS (
    SELECT 
        UserId,
        DisplayName,
        PostCount,
        PositiveScoreCount
    FROM 
        UserPostCounts
    WHERE 
        PostCount > 0
    ORDER BY 
        PositiveScoreCount DESC
    LIMIT 5
),
FinalOutput AS (
    SELECT 
        T.TagName,
        T.PostCount AS TagPostCount,
        U.DisplayName AS TopUser,
        U.PositiveScoreCount AS TopUserScores
    FROM 
        TopTags T
    JOIN 
        UserTopContributors U ON U.PostCount > T.PostCount
)
SELECT 
    TagName, 
    TagPostCount, 
    TopUser, 
    TopUserScores
FROM 
    FinalOutput
ORDER BY 
    TagPostCount DESC, 
    TopUserScores DESC;
",,13.622,-0.00291316243863903
16197.sql,"SELECT 
    P.Title, 
    P.CreationDate, 
    U.DisplayName AS OwnerDisplayName, 
    C.Text AS CommentText, 
    C.CreationDate AS CommentDate
FROM 
    Posts P
JOIN 
    Users U ON P.OwnerUserId = U.Id
LEFT JOIN 
    Comments C ON P.Id = C.PostId
WHERE 
    P.PostTypeId = 1 
ORDER BY 
    P.CreationDate DESC
LIMIT 10;",,9.024,-0.0019298471477226988
26740.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.Body,
        p.CreationDate,
        u.DisplayName AS OwnerDisplayName,
        COUNT(a.Id) AS AnswerCount,
        COUNT(c.Id) AS CommentCount,
        ARRAY_AGG(DISTINCT t.TagName) AS Tags,
        RANK() OVER (ORDER BY p.CreationDate DESC) AS PostRank
    FROM 
        Posts p
    LEFT JOIN 
        Users u ON p.OwnerUserId = u.Id
    LEFT JOIN 
        Posts a ON p.Id = a.ParentId AND a.PostTypeId = 2
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    LEFT JOIN 
        LATERAL unnest(string_to_array(substring(p.Tags, 2, length(p.Tags) - 2), '><')) AS tag_name ON true
    LEFT JOIN 
        Tags t ON t.TagName = tag_name
    WHERE 
        p.PostTypeId = 1  
    GROUP BY 
        p.Id, u.DisplayName, p.Title, p.Body, p.CreationDate
),

PostHistorySummary AS (
    SELECT 
        ph.PostId,
        ph.UserDisplayName,
        ph.CreationDate,
        ph.Comment,
        COUNT(*) AS HistoryCount
    FROM 
        PostHistory ph
    WHERE 
        ph.PostHistoryTypeId IN (10, 11, 12) 
    GROUP BY 
        ph.PostId, ph.UserDisplayName, ph.CreationDate, ph.Comment
)

SELECT 
    rp.PostId,
    rp.Title,
    rp.Body,
    rp.CreationDate,
    rp.OwnerDisplayName,
    rp.AnswerCount,
    rp.CommentCount,
    rp.Tags,
    COALESCE(phs.HistoryCount, 0) AS HistoryCount,
    phs.UserDisplayName AS LastActionUser,
    phs.Comment AS LastActionComment
FROM 
    RankedPosts rp
LEFT JOIN 
    PostHistorySummary phs ON rp.PostId = phs.PostId
WHERE 
    rp.PostRank <= 10  
ORDER BY 
    rp.CreationDate DESC;
",,35.397,-0.007569902425525308
3100.sql,"
WITH UserActivity AS (
    SELECT 
        Users.Id AS UserId,
        Users.DisplayName,
        COUNT(DISTINCT Posts.Id) AS PostsCount,
        SUM(CASE WHEN Votes.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
        SUM(CASE WHEN Votes.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes,
        RANK() OVER (ORDER BY COUNT(DISTINCT Posts.Id) DESC) AS ActivityRank
    FROM 
        Users
    LEFT JOIN 
        Posts ON Users.Id = Posts.OwnerUserId
    LEFT JOIN 
        Votes ON Posts.Id = Votes.PostId
    WHERE 
        Users.Reputation > 1000
    GROUP BY 
        Users.Id, Users.DisplayName
),

ClosedPosts AS (
    SELECT 
        Posts.Id,
        Posts.Title,
        COUNT(PostHistory.Id) AS CloseActions,
        MAX(PostHistory.CreationDate) AS LastClosed
    FROM 
        Posts
    INNER JOIN 
        PostHistory ON Posts.Id = PostHistory.PostId 
    WHERE 
        PostHistory.PostHistoryTypeId = 10
    GROUP BY 
        Posts.Id, Posts.Title
)

SELECT 
    UA.UserId,
    UA.DisplayName,
    UA.PostsCount,
    UA.UpVotes,
    UA.DownVotes,
    UA.ActivityRank,
    COALESCE(CP.CloseActions, 0) AS TotalCloseActions,
    CP.LastClosed
FROM 
    UserActivity UA
LEFT JOIN 
    ClosedPosts CP ON UA.UserId = (SELECT Posts.OwnerUserId FROM Posts WHERE Posts.Id = CP.Id)
WHERE 
    UA.ActivityRank <= 10
ORDER BY 
    UA.ActivityRank;
",,15.035,-0.0032153426269958757
5223.sql,"WITH UserBadges AS (
    SELECT U.Id AS UserId, 
           U.DisplayName, 
           COUNT(B.Id) AS BadgeCount, 
           SUM(CASE WHEN B.Class = 1 THEN 1 ELSE 0 END) AS GoldBadges, 
           SUM(CASE WHEN B.Class = 2 THEN 1 ELSE 0 END) AS SilverBadges, 
           SUM(CASE WHEN B.Class = 3 THEN 1 ELSE 0 END) AS BronzeBadges 
    FROM Users U
    LEFT JOIN Badges B ON U.Id = B.UserId
    GROUP BY U.Id, U.DisplayName
), 
PostStatistics AS (
    SELECT P.OwnerUserId,
           COUNT(P.Id) AS TotalPosts,
           SUM(CASE WHEN P.PostTypeId = 1 THEN 1 ELSE 0 END) AS Questions,
           SUM(CASE WHEN P.PostTypeId = 2 THEN 1 ELSE 0 END) AS Answers,
           SUM(P.Score) AS TotalScore
    FROM Posts P
    GROUP BY P.OwnerUserId
), 
UserEngagement AS (
    SELECT U.Id AS UserId, 
           U.DisplayName, 
           U.Reputation, 
           U.Views, 
           COALESCE(PostStats.TotalPosts, 0) AS TotalPosts, 
           COALESCE(PostStats.Questions, 0) AS Questions, 
           COALESCE(PostStats.Answers, 0) AS Answers,
           COALESCE(PostStats.TotalScore, 0) AS TotalScore, 
           COALESCE(UserBadges.BadgeCount, 0) AS BadgeCount, 
           COALESCE(UserBadges.GoldBadges, 0) AS GoldBadges, 
           COALESCE(UserBadges.SilverBadges, 0) AS SilverBadges, 
           COALESCE(UserBadges.BronzeBadges, 0) AS BronzeBadges 
    FROM Users U
    LEFT JOIN PostStatistics PostStats ON U.Id = PostStats.OwnerUserId
    LEFT JOIN UserBadges UserBadges ON U.Id = UserBadges.UserId
)
SELECT UserId, DisplayName, Reputation, Views, TotalPosts, Questions, Answers, TotalScore, 
       BadgeCount, GoldBadges, SilverBadges, BronzeBadges
FROM UserEngagement
WHERE Reputation > 1000
ORDER BY TotalScore DESC, BadgeCount DESC
LIMIT 100;
",,14.795,-0.003164016904981974
7983.sql,"
WITH UserBadges AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        COUNT(b.Id) AS BadgeCount,
        SUM(CASE WHEN b.Class = 1 THEN 1 ELSE 0 END) AS GoldBadges,
        SUM(CASE WHEN b.Class = 2 THEN 1 ELSE 0 END) AS SilverBadges,
        SUM(CASE WHEN b.Class = 3 THEN 1 ELSE 0 END) AS BronzeBadges
    FROM Users u
    LEFT JOIN Badges b ON u.Id = b.UserId
    GROUP BY u.Id, u.DisplayName
),
TopUsers AS (
    SELECT 
        UserId,
        DisplayName,
        BadgeCount,
        GoldBadges,
        SilverBadges,
        BronzeBadges,
        RANK() OVER (ORDER BY BadgeCount DESC) AS UserRank
    FROM UserBadges
),
PostStats AS (
    SELECT 
        p.OwnerUserId,
        COUNT(p.Id) AS PostCount,
        SUM(CASE WHEN p.PostTypeId = 1 THEN 1 ELSE 0 END) AS QuestionCount,
        SUM(CASE WHEN p.PostTypeId = 2 THEN 1 ELSE 0 END) AS AnswerCount,
        SUM(p.ViewCount) AS TotalViews
    FROM Posts p
    WHERE p.CreationDate >= CURRENT_DATE - INTERVAL '1 year'
    GROUP BY p.OwnerUserId
)
SELECT 
    tu.DisplayName,
    tu.BadgeCount,
    tu.GoldBadges,
    tu.SilverBadges,
    tu.BronzeBadges,
    ps.PostCount,
    ps.QuestionCount,
    ps.AnswerCount,
    ps.TotalViews
FROM TopUsers tu
JOIN PostStats ps ON tu.UserId = ps.OwnerUserId
WHERE tu.UserRank <= 10
ORDER BY tu.UserRank;
",,17.888,-0.003825477147436131
7981.sql,"
WITH RecentUserActivity AS (
    SELECT u.Id AS UserId, 
           u.DisplayName, 
           u.Reputation, 
           COUNT(DISTINCT p.Id) AS PostCount, 
           COUNT(DISTINCT c.Id) AS CommentCount, 
           SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
           SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes,
           RANK() OVER (ORDER BY COUNT(DISTINCT p.Id) DESC) AS PostRank
    FROM Users u
    LEFT JOIN Posts p ON u.Id = p.OwnerUserId AND p.CreationDate >= DATE '2024-10-01' - INTERVAL '30 days'
    LEFT JOIN Comments c ON u.Id = c.UserId AND c.CreationDate >= DATE '2024-10-01' - INTERVAL '30 days'
    LEFT JOIN Votes v ON u.Id = v.UserId AND v.CreationDate >= DATE '2024-10-01' - INTERVAL '30 days'
    GROUP BY u.Id, u.DisplayName, u.Reputation
), TopUsers AS (
    SELECT UserId, 
           DisplayName, 
           Reputation, 
           PostCount, 
           CommentCount, 
           UpVotes, 
           DownVotes
    FROM RecentUserActivity
    WHERE PostRank <= 10
)
SELECT t.UserId, 
       t.DisplayName, 
       t.Reputation, 
       t.PostCount, 
       t.CommentCount, 
       t.UpVotes, 
       t.DownVotes,
       (SELECT COUNT(*) FROM Badges b WHERE b.UserId = t.UserId) AS BadgeCount,
       (SELECT STRING_AGG(DISTINCT pt.Name, ', ') 
        FROM Posts p
        JOIN PostTypes pt ON p.PostTypeId = pt.Id
        WHERE p.OwnerUserId = t.UserId) AS PostTypes
FROM TopUsers t
ORDER BY t.Reputation DESC;
",,38.363,-0.008204202806747107
5454.sql,"
WITH RankedPosts AS (
    SELECT 
        P.Id AS PostId,
        P.Title,
        P.Score,
        P.ViewCount,
        U.DisplayName AS OwnerDisplayName,
        COUNT(C.Id) AS CommentCount,
        RANK() OVER (ORDER BY P.Score DESC, P.ViewCount DESC) AS RankScore
    FROM 
        Posts P
    LEFT JOIN 
        Users U ON P.OwnerUserId = U.Id
    LEFT JOIN 
        Comments C ON P.Id = C.PostId
    WHERE 
        P.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '1 year'
    GROUP BY 
        P.Id, P.Title, P.Score, P.ViewCount, U.DisplayName
),
TopPosts AS (
    SELECT 
        PostId, Title, OwnerDisplayName, Score, ViewCount, CommentCount
    FROM 
        RankedPosts
    WHERE 
        RankScore <= 10
),
PostMetrics AS (
    SELECT 
        T.Title,
        T.OwnerDisplayName,
        T.Score,
        T.ViewCount,
        T.CommentCount,
        (SELECT COUNT(*) FROM Votes V WHERE V.PostId = T.PostId AND V.VoteTypeId = 2) AS UpVotes,
        (SELECT COUNT(*) FROM Votes V WHERE V.PostId = T.PostId AND V.VoteTypeId = 3) AS DownVotes
    FROM 
        TopPosts T
)
SELECT 
    PM.Title,
    PM.OwnerDisplayName,
    PM.Score,
    PM.ViewCount,
    PM.CommentCount,
    PM.UpVotes,
    PM.DownVotes,
    ROUND((PM.UpVotes::decimal / NULLIF((PM.UpVotes + PM.DownVotes), 0)) * 100, 2) AS UpVotePercentage
FROM 
    PostMetrics PM
ORDER BY 
    PM.Score DESC, PM.ViewCount DESC;
",,16.158,-0.0034555042345859235
